Alloc. source dept. CD,Alloc. source dept. name,Alloc. A/C CD,Alloc. A/C name,Alloc. rate CD,Alloc. rate name,Transfer alloc. A/C CD,Transfer alloc. A/C name
CPPMPE,PE Common,8343001,[M]Depreciation-Buildings(declining-bala,FC002,Production ratio,8343001TE,[M]Depreciation-Buildings(declining-bala
CPPMPL,Planning,8343001,[M]Depreciation-Buildings(declining-bala,FC002,Production ratio,8343001PL,[M]Depreciation-Buildings(declining-bala
CPQA00,Quality assurance,8343001,[M]Depreciation-Buildings(declining-bala,FC002,Production ratio,8343001OT,[M]Depreciation-Buildings(declining-bala
CPSE00,Safety & Environment,8343001,[M]Depreciation-Buildings(declining-bala,FC001,Personnel ratio,8343001OT,[M]Depreciation-Buildings(declining-bala
CPSLWS,Sunline WS,8343001,[M]Depreciation-Buildings(declining-bala,FC011,Prodution r(SL),8343001WS,[M]Depreciation-Buildings(declining-bala
CPSYWS,Synchro WS,8343001,[M]Depreciation-Buildings(declining-bala,FC012,Prodution r(SYN),8343001WS,[M]Depreciation-Buildings(declining-bala
CPTOLB,Tooling label,8343001,[M]Depreciation-Buildings(declining-bala,FC003,Production ratio(PR),8343001TE,[M]Depreciation-Buildings(declining-bala
CPTOMD,Tooling mold,8343001,[M]Depreciation-Buildings(declining-bala,FC003,Production ratio(PR),8343001TE,[M]Depreciation-Buildings(declining-bala
CPTOWS,Tooling WS,8343001,[M]Depreciation-Buildings(declining-bala,FC003,Production ratio(PR),8343001TE,[M]Depreciation-Buildings(declining-bala
CPWPWS,WP WS,8343001,[M]Depreciation-Buildings(declining-bala,FC010,Prodution r(WP),8343001WS,[M]Depreciation-Buildings(declining-bala
CPABWS,Auto WS,8344001,[M]Depreciation-Buildings(straight-line),FC009,"Prodution r(RA,RE)",8344001WS,[M]Depreciation-Buildings(straight-line)
CPATWS,AT WS,8344001,[M]Depreciation-Buildings(straight-line),FC007,Prodution ratio(AT),8344001WS,[M]Depreciation-Buildings(straight-line)
CPBMGA,General affair,8344001,[M]Depreciation-Buildings(straight-line),FC001,Personnel ratio,8344001OT,[M]Depreciation-Buildings(straight-line)
CPBR07,Wiper laboratory,8344001,[M]Depreciation-Buildings(straight-line),FC008,Prodution r(WIPER),8344001WS,[M]Depreciation-Buildings(straight-line)
CPBRPK,Wiper Packing,8344001,[M]Depreciation-Buildings(straight-line),FC008,Prodution r(WIPER),8344001WS,[M]Depreciation-Buildings(straight-line)
CPBRWS,Wiper WS,8344001,[M]Depreciation-Buildings(straight-line),FC008,Prodution r(WIPER),8344001WS,[M]Depreciation-Buildings(straight-line)
CPFC00,Factory Common,8344001,[M]Depreciation-Buildings(straight-line),FC001,Personnel ratio,8344001OT,[M]Depreciation-Buildings(straight-line)
CPFC01,Factory1,8344001,[M]Depreciation-Buildings(straight-line),FC013,Personnel r(WP),8344001OT,[M]Depreciation-Buildings(straight-line)
CPFC02,Factory2,8344001,[M]Depreciation-Buildings(straight-line),FC014,"Personnel r(RA,RE)",8344001OT,[M]Depreciation-Buildings(straight-line)
CPFC03,Factory3,8344001,[M]Depreciation-Buildings(straight-line),FC015,Personnel r(MAT),8344001OT,[M]Depreciation-Buildings(straight-line)
CPFC04,Factory4,8344001,[M]Depreciation-Buildings(straight-line),FC016,"Personnel r(SL,GD)",8344001OT,[M]Depreciation-Buildings(straight-line)
CPFC05,Factory5,8344001,[M]Depreciation-Buildings(straight-line),FC008,Prodution r(WIPER),8344001OT,[M]Depreciation-Buildings(straight-line)
CPFC06,Factory6,8344001,[M]Depreciation-Buildings(straight-line),FC017,Prodution r(RAREWP),8344001OT,[M]Depreciation-Buildings(straight-line)
CPFC07,Factory7,8344001,[M]Depreciation-Buildings(straight-line),FC018,"Personnel r(AT,SYN)",8344001OT,[M]Depreciation-Buildings(straight-line)
CPFCTH,Tent House,8344001,[M]Depreciation-Buildings(straight-line),FC015,Personnel r(MAT),8344001OT,[M]Depreciation-Buildings(straight-line)
CPKZ00,KAIZEN,8344001,[M]Depreciation-Buildings(straight-line),FC002,Production ratio,8344001OT,[M]Depreciation-Buildings(straight-line)
CPMG00,Management Cost,8344001,[M]Depreciation-Buildings(straight-line),FC001,Personnel ratio,8344001OT,[M]Depreciation-Buildings(straight-line)
CPMTBB,BANBURY,8344001,[M]Depreciation-Buildings(straight-line),FC005,Personnel r(BANBURY),8344001WS,[M]Depreciation-Buildings(straight-line)
CPMTGD,GD Common,8344001,[M]Depreciation-Buildings(straight-line),FC006,Personnel ratio(GD),8344001WS,[M]Depreciation-Buildings(straight-line)
CPMTWS,Material WS,8344001,[M]Depreciation-Buildings(straight-line),FC004,Personnel ratio(MAT),8344001WS,[M]Depreciation-Buildings(straight-line)
CPPEMN,Maintenance,8344001,[M]Depreciation-Buildings(straight-line),FC002,Production ratio,8344001TE,[M]Depreciation-Buildings(straight-line)
CPPEPE,PE,8344001,[M]Depreciation-Buildings(straight-line),FC002,Production ratio,8344001TE,[M]Depreciation-Buildings(straight-line)
CPPM00,Pro. Management,8344001,[M]Depreciation-Buildings(straight-line),FC002,Production ratio,8344001OT,[M]Depreciation-Buildings(straight-line)
CPPMAB,Auto Belt Common,8344001,[M]Depreciation-Buildings(straight-line),FC009,"Prodution r(RA,RE)",8344001WS,[M]Depreciation-Buildings(straight-line)
CPPMLG,Logistics,8344001,[M]Depreciation-Buildings(straight-line),FC017,Prodution r(RAREWP),8344001OT,[M]Depreciation-Buildings(straight-line)
CPPMMT,Material Common,8344001,[M]Depreciation-Buildings(straight-line),FC004,Personnel ratio(MAT),8344001WS,[M]Depreciation-Buildings(straight-line)
CPPMPE,PE Common,8344001,[M]Depreciation-Buildings(straight-line),FC002,Production ratio,8344001TE,[M]Depreciation-Buildings(straight-line)
CPPMPL,Planning,8344001,[M]Depreciation-Buildings(straight-line),FC002,Production ratio,8344001PL,[M]Depreciation-Buildings(straight-line)
CPQA00,Quality assurance,8344001,[M]Depreciation-Buildings(straight-line),FC002,Production ratio,8344001OT,[M]Depreciation-Buildings(straight-line)
CPSE00,Safety & Environment,8344001,[M]Depreciation-Buildings(straight-line),FC001,Personnel ratio,8344001OT,[M]Depreciation-Buildings(straight-line)
CPSLWS,Sunline WS,8344001,[M]Depreciation-Buildings(straight-line),FC011,Prodution r(SL),8344001WS,[M]Depreciation-Buildings(straight-line)
CPSYWS,Synchro WS,8344001,[M]Depreciation-Buildings(straight-line),FC012,Prodution r(SYN),8344001WS,[M]Depreciation-Buildings(straight-line)
CPTOLB,Tooling label,8344001,[M]Depreciation-Buildings(straight-line),FC003,Production ratio(PR),8344001TE,[M]Depreciation-Buildings(straight-line)
CPTOMD,Tooling mold,8344001,[M]Depreciation-Buildings(straight-line),FC003,Production ratio(PR),8344001TE,[M]Depreciation-Buildings(straight-line)
CPTOWS,Tooling WS,8344001,[M]Depreciation-Buildings(straight-line),FC003,Production ratio(PR),8344001TE,[M]Depreciation-Buildings(straight-line)
CPWPWS,WP WS,8344001,[M]Depreciation-Buildings(straight-line),FC010,Prodution r(WP),8344001WS,[M]Depreciation-Buildings(straight-line)
CPABWS,Auto WS,8360001,[M]Lease payment,FC009,"Prodution r(RA,RE)",8360001WS,[M]Lease payment
CPATWS,AT WS,8360001,[M]Lease payment,FC007,Prodution ratio(AT),8360001WS,[M]Lease payment
CPBMGA,General affair,8360001,[M]Lease payment,FC001,Personnel ratio,8360001OT,[M]Lease payment
CPBR07,Wiper laboratory,8360001,[M]Lease payment,FC008,Prodution r(WIPER),8360001WS,[M]Lease payment
CPBRPK,Wiper Packing,8360001,[M]Lease payment,FC008,Prodution r(WIPER),8360001WS,[M]Lease payment
CPBRWS,Wiper WS,8360001,[M]Lease payment,FC008,Prodution r(WIPER),8360001WS,[M]Lease payment
CPFC00,Factory Common,8360001,[M]Lease payment,FC001,Personnel ratio,8360001OT,[M]Lease payment
CPFC01,Factory1,8360001,[M]Lease payment,FC013,Personnel r(WP),8360001OT,[M]Lease payment
CPFC02,Factory2,8360001,[M]Lease payment,FC014,"Personnel r(RA,RE)",8360001OT,[M]Lease payment
CPFC03,Factory3,8360001,[M]Lease payment,FC015,Personnel r(MAT),8360001OT,[M]Lease payment
CPFC04,Factory4,8360001,[M]Lease payment,FC016,"Personnel r(SL,GD)",8360001OT,[M]Lease payment
CPFC05,Factory5,8360001,[M]Lease payment,FC008,Prodution r(WIPER),8360001OT,[M]Lease payment
CPFC06,Factory6,8360001,[M]Lease payment,FC017,Prodution r(RAREWP),8360001OT,[M]Lease payment
CPFC07,Factory7,8360001,[M]Lease payment,FC018,"Personnel r(AT,SYN)",8360001OT,[M]Lease payment
CPFCTH,Tent House,8360001,[M]Lease payment,FC015,Personnel r(MAT),8360001OT,[M]Lease payment
CPKZ00,KAIZEN,8360001,[M]Lease payment,FC002,Production ratio,8360001OT,[M]Lease payment
CPMG00,Management Cost,8360001,[M]Lease payment,FC001,Personnel ratio,8360001OT,[M]Lease payment
CPMTBB,BANBURY,8360001,[M]Lease payment,FC005,Personnel r(BANBURY),8360001WS,[M]Lease payment
CPMTGD,GD Common,8360001,[M]Lease payment,FC006,Personnel ratio(GD),8360001WS,[M]Lease payment
CPMTWS,Material WS,8360001,[M]Lease payment,FC004,Personnel ratio(MAT),8360001WS,[M]Lease payment
CPPEMN,Maintenance,8360001,[M]Lease payment,FC002,Production ratio,8360001TE,[M]Lease payment
CPPEPE,PE,8360001,[M]Lease payment,FC002,Production ratio,8360001TE,[M]Lease payment
CPPM00,Pro. Management,8360001,[M]Lease payment,FC002,Production ratio,8360001OT,[M]Lease payment
CPPMAB,Auto Belt Common,8360001,[M]Lease payment,FC009,"Prodution r(RA,RE)",8360001WS,[M]Lease payment
CPPMLG,Logistics,8360001,[M]Lease payment,FC017,Prodution r(RAREWP),8360001OT,[M]Lease payment
CPPMMT,Material Common,8360001,[M]Lease payment,FC004,Personnel ratio(MAT),8360001WS,[M]Lease payment
CPPMPE,PE Common,8360001,[M]Lease payment,FC002,Production ratio,8360001TE,[M]Lease payment
CPPMPL,Planning,8360001,[M]Lease payment,FC002,Production ratio,8360001PL,[M]Lease payment
CPQA00,Quality assurance,8360001,[M]Lease payment,FC002,Production ratio,8360001OT,[M]Lease payment
CPSE00,Safety & Environment,8360001,[M]Lease payment,FC001,Personnel ratio,8360001OT,[M]Lease payment
CPSLWS,Sunline WS,8360001,[M]Lease payment,FC011,Prodution r(SL),8360001WS,[M]Lease payment
CPSYWS,Synchro WS,8360001,[M]Lease payment,FC012,Prodution r(SYN),8360001WS,[M]Lease payment
CPTOLB,Tooling label,8360001,[M]Lease payment,FC003,Production ratio(PR),8360001TE,[M]Lease payment
CPTOMD,Tooling mold,8360001,[M]Lease payment,FC003,Production ratio(PR),8360001TE,[M]Lease payment
CPTOWS,Tooling WS,8360001,[M]Lease payment,FC003,Production ratio(PR),8360001TE,[M]Lease payment
CPWPWS,WP WS,8360001,[M]Lease payment,FC010,Prodution r(WP),8360001WS,[M]Lease payment
CPABWS,Auto WS,8370001,[M]Depreciation - long-term prepaid expe,FC009,"Prodution r(RA,RE)",8370001WS,[M]Depreciation - long-term prepaid expe
CPATWS,AT WS,8370001,[M]Depreciation - long-term prepaid expe,FC007,Prodution ratio(AT),8370001WS,[M]Depreciation - long-term prepaid expe
CPBMGA,General affair,8370001,[M]Depreciation - long-term prepaid expe,FC001,Personnel ratio,8370001OT,[M]Depreciation - long-term prepaid expe
CPBR07,Wiper laboratory,8370001,[M]Depreciation - long-term prepaid expe,FC008,Prodution r(WIPER),8370001WS,[M]Depreciation - long-term prepaid expe
CPBRPK,Wiper Packing,8370001,[M]Depreciation - long-term prepaid expe,FC008,Prodution r(WIPER),8370001WS,[M]Depreciation - long-term prepaid expe
CPBRWS,Wiper WS,8370001,[M]Depreciation - long-term prepaid expe,FC008,Prodution r(WIPER),8370001WS,[M]Depreciation - long-term prepaid expe
CPFC00,Factory Common,8370001,[M]Depreciation - long-term prepaid expe,FC001,Personnel ratio,8370001OT,[M]Depreciation - long-term prepaid expe
CPFC01,Factory1,8370001,[M]Depreciation - long-term prepaid expe,FC013,Personnel r(WP),8370001OT,[M]Depreciation - long-term prepaid expe
CPFC02,Factory2,8370001,[M]Depreciation - long-term prepaid expe,FC014,"Personnel r(RA,RE)",8370001OT,[M]Depreciation - long-term prepaid expe
CPFC03,Factory3,8370001,[M]Depreciation - long-term prepaid expe,FC015,Personnel r(MAT),8370001OT,[M]Depreciation - long-term prepaid expe
CPFC04,Factory4,8370001,[M]Depreciation - long-term prepaid expe,FC016,"Personnel r(SL,GD)",8370001OT,[M]Depreciation - long-term prepaid expe
CPFC05,Factory5,8370001,[M]Depreciation - long-term prepaid expe,FC008,Prodution r(WIPER),8370001OT,[M]Depreciation - long-term prepaid expe
CPFC06,Factory6,8370001,[M]Depreciation - long-term prepaid expe,FC017,Prodution r(RAREWP),8370001OT,[M]Depreciation - long-term prepaid expe
CPFC07,Factory7,8370001,[M]Depreciation - long-term prepaid expe,FC018,"Personnel r(AT,SYN)",8370001OT,[M]Depreciation - long-term prepaid expe
CPFCTH,Tent House,8370001,[M]Depreciation - long-term prepaid expe,FC015,Personnel r(MAT),8370001OT,[M]Depreciation - long-term prepaid expe
CPKZ00,KAIZEN,8370001,[M]Depreciation - long-term prepaid expe,FC002,Production ratio,8370001OT,[M]Depreciation - long-term prepaid expe
CPMG00,Management Cost,8370001,[M]Depreciation - long-term prepaid expe,FC001,Personnel ratio,8370001OT,[M]Depreciation - long-term prepaid expe
CPMTBB,BANBURY,8370001,[M]Depreciation - long-term prepaid expe,FC005,Personnel r(BANBURY),8370001WS,[M]Depreciation - long-term prepaid expe
CPMTGD,GD Common,8370001,[M]Depreciation - long-term prepaid expe,FC006,Personnel ratio(GD),8370001WS,[M]Depreciation - long-term prepaid expe
CPMTWS,Material WS,8370001,[M]Depreciation - long-term prepaid expe,FC004,Personnel ratio(MAT),8370001WS,[M]Depreciation - long-term prepaid expe
CPPEMN,Maintenance,8370001,[M]Depreciation - long-term prepaid expe,FC002,Production ratio,8370001TE,[M]Depreciation - long-term prepaid expe
CPPEPE,PE,8370001,[M]Depreciation - long-term prepaid expe,FC002,Production ratio,8370001TE,[M]Depreciation - long-term prepaid expe
CPPM00,Pro. Management,8370001,[M]Depreciation - long-term prepaid expe,FC002,Production ratio,8370001OT,[M]Depreciation - long-term prepaid expe
CPPMAB,Auto Belt Common,8370001,[M]Depreciation - long-term prepaid expe,FC009,"Prodution r(RA,RE)",8370001WS,[M]Depreciation - long-term prepaid expe
CPPMLG,Logistics,8370001,[M]Depreciation - long-term prepaid expe,FC017,Prodution r(RAREWP),8370001OT,[M]Depreciation - long-term prepaid expe
CPPMMT,Material Common,8370001,[M]Depreciation - long-term prepaid expe,FC004,Personnel ratio(MAT),8370001WS,[M]Depreciation - long-term prepaid expe
CPPMPE,PE Common,8370001,[M]Depreciation - long-term prepaid expe,FC002,Production ratio,8370001TE,[M]Depreciation - long-term prepaid expe
CPPMPL,Planning,8370001,[M]Depreciation - long-term prepaid expe,FC002,Production ratio,8370001PL,[M]Depreciation - long-term prepaid expe
CPQA00,Quality assurance,8370001,[M]Depreciation - long-term prepaid expe,FC002,Production ratio,8370001OT,[M]Depreciation - long-term prepaid expe
CPSE00,Safety & Environment,8370001,[M]Depreciation - long-term prepaid expe,FC001,Personnel ratio,8370001OT,[M]Depreciation - long-term prepaid expe
CPSLWS,Sunline WS,8370001,[M]Depreciation - long-term prepaid expe,FC011,Prodution r(SL),8370001WS,[M]Depreciation - long-term prepaid expe
CPSYWS,Synchro WS,8370001,[M]Depreciation - long-term prepaid expe,FC012,Prodution r(SYN),8370001WS,[M]Depreciation - long-term prepaid expe
CPTOLB,Tooling label,8370001,[M]Depreciation - long-term prepaid expe,FC003,Production ratio(PR),8370001TE,[M]Depreciation - long-term prepaid expe
CPTOMD,Tooling mold,8370001,[M]Depreciation - long-term prepaid expe,FC003,Production ratio(PR),8370001TE,[M]Depreciation - long-term prepaid expe
CPTOWS,Tooling WS,8370001,[M]Depreciation - long-term prepaid expe,FC003,Production ratio(PR),8370001TE,[M]Depreciation - long-term prepaid expe
CPWPWS,WP WS,8370001,[M]Depreciation - long-term prepaid expe,FC010,Prodution r(WP),8370001WS,[M]Depreciation - long-term prepaid expe
CPABWS,Auto WS,8430001,[M]Entertainment cost,FC009,"Prodution r(RA,RE)",8430001WS,[M]Entertainment cost
CPATWS,AT WS,8430001,[M]Entertainment cost,FC007,Prodution ratio(AT),8430001WS,[M]Entertainment cost
CPBMGA,General affair,8430001,[M]Entertainment cost,FC001,Personnel ratio,8430001OT,[M]Entertainment cost
CPBR07,Wiper laboratory,8430001,[M]Entertainment cost,FC008,Prodution r(WIPER),8430001WS,[M]Entertainment cost
CPBRPK,Wiper Packing,8430001,[M]Entertainment cost,FC008,Prodution r(WIPER),8430001WS,[M]Entertainment cost
CPBRWS,Wiper WS,8430001,[M]Entertainment cost,FC008,Prodution r(WIPER),8430001WS,[M]Entertainment cost
CPFC00,Factory Common,8430001,[M]Entertainment cost,FC001,Personnel ratio,8430001OT,[M]Entertainment cost
CPFC01,Factory1,8430001,[M]Entertainment cost,FC013,Personnel r(WP),8430001OT,[M]Entertainment cost
CPFC02,Factory2,8430001,[M]Entertainment cost,FC014,"Personnel r(RA,RE)",8430001OT,[M]Entertainment cost
CPFC03,Factory3,8430001,[M]Entertainment cost,FC015,Personnel r(MAT),8430001OT,[M]Entertainment cost
CPFC04,Factory4,8430001,[M]Entertainment cost,FC016,"Personnel r(SL,GD)",8430001OT,[M]Entertainment cost
CPFC05,Factory5,8430001,[M]Entertainment cost,FC008,Prodution r(WIPER),8430001OT,[M]Entertainment cost
CPFC06,Factory6,8430001,[M]Entertainment cost,FC017,Prodution r(RAREWP),8430001OT,[M]Entertainment cost
CPFC07,Factory7,8430001,[M]Entertainment cost,FC018,"Personnel r(AT,SYN)",8430001OT,[M]Entertainment cost
CPFCTH,Tent House,8430001,[M]Entertainment cost,FC015,Personnel r(MAT),8430001OT,[M]Entertainment cost
CPKZ00,KAIZEN,8430001,[M]Entertainment cost,FC002,Production ratio,8430001OT,[M]Entertainment cost
CPMG00,Management Cost,8430001,[M]Entertainment cost,FC001,Personnel ratio,8430001OT,[M]Entertainment cost
CPMTBB,BANBURY,8430001,[M]Entertainment cost,FC005,Personnel r(BANBURY),8430001WS,[M]Entertainment cost
CPMTGD,GD Common,8430001,[M]Entertainment cost,FC006,Personnel ratio(GD),8430001WS,[M]Entertainment cost
CPMTWS,Material WS,8430001,[M]Entertainment cost,FC004,Personnel ratio(MAT),8430001WS,[M]Entertainment cost
CPPEMN,Maintenance,8430001,[M]Entertainment cost,FC002,Production ratio,8430001TE,[M]Entertainment cost
CPPEPE,PE,8430001,[M]Entertainment cost,FC002,Production ratio,8430001TE,[M]Entertainment cost
CPPM00,Pro. Management,8430001,[M]Entertainment cost,FC002,Production ratio,8430001OT,[M]Entertainment cost
CPPMAB,Auto Belt Common,8430001,[M]Entertainment cost,FC009,"Prodution r(RA,RE)",8430001WS,[M]Entertainment cost
CPPMLG,Logistics,8430001,[M]Entertainment cost,FC017,Prodution r(RAREWP),8430001OT,[M]Entertainment cost
CPPMMT,Material Common,8430001,[M]Entertainment cost,FC004,Personnel ratio(MAT),8430001WS,[M]Entertainment cost
CPPMPE,PE Common,8430001,[M]Entertainment cost,FC002,Production ratio,8430001TE,[M]Entertainment cost
CPPMPL,Planning,8430001,[M]Entertainment cost,FC002,Production ratio,8430001PL,[M]Entertainment cost
CPQA00,Quality assurance,8430001,[M]Entertainment cost,FC002,Production ratio,8430001OT,[M]Entertainment cost
CPSE00,Safety & Environment,8430001,[M]Entertainment cost,FC001,Personnel ratio,8430001OT,[M]Entertainment cost
CPSLWS,Sunline WS,8430001,[M]Entertainment cost,FC011,Prodution r(SL),8430001WS,[M]Entertainment cost
CPSYWS,Synchro WS,8430001,[M]Entertainment cost,FC012,Prodution r(SYN),8430001WS,[M]Entertainment cost
CPTOLB,Tooling label,8430001,[M]Entertainment cost,FC003,Production ratio(PR),8430001TE,[M]Entertainment cost
CPTOMD,Tooling mold,8430001,[M]Entertainment cost,FC003,Production ratio(PR),8430001TE,[M]Entertainment cost
CPTOWS,Tooling WS,8430001,[M]Entertainment cost,FC003,Production ratio(PR),8430001TE,[M]Entertainment cost
CPWPWS,WP WS,8430001,[M]Entertainment cost,FC010,Prodution r(WP),8430001WS,[M]Entertainment cost
CPABWS,Auto WS,8440001,[M]Travel expense,FC009,"Prodution r(RA,RE)",8440001WS,[M]Travel expense
CPATWS,AT WS,8440001,[M]Travel expense,FC007,Prodution ratio(AT),8440001WS,[M]Travel expense
CPBMGA,General affair,8440001,[M]Travel expense,FC001,Personnel ratio,8440001OT,[M]Travel expense
CPBR07,Wiper laboratory,8440001,[M]Travel expense,FC008,Prodution r(WIPER),8440001WS,[M]Travel expense
CPBRPK,Wiper Packing,8440001,[M]Travel expense,FC008,Prodution r(WIPER),8440001WS,[M]Travel expense
